matrix,target
nemeth16,3
Goodwin_040,3
large_A_01,3
t2d_q4_A_09,3
scfxm1-2b_A_3,3
mimo8x8_system,3
s3rmq4m1,3
TSOPF_RS_b162_c1_b,3
c-28,0
t2d_q9_A_03,3
flowmeter5_E,2
stokes64s,3
delf_A_35,3
large_A_07,3
large_A_19,3
hydr1c_A_24,3
std1_Jac2_db,3
t2d_q9_A_01,3
c-44,3
lns_3937,2
mark3jac040sc,3
t2d_q9_A_04,3
ex9,3
msc10848,3
nemeth02,3
scsd8-2r_A_01,2
south31,3
testbig,3
hydr1c_A_21,3
flowmeter5,3
bayer03,2
JapaneseVowelsSmall_10NN,3
t2dah_B,3
t2dal_bci,2
lhr11c,3
poisson3Da,3
hydr1c_A_36,3
t2dal_e,3
chipcool0_B,2
hydr1c_A_14,3
dynamicSoaringProblem_6,2
hydr1c,3
cavity16,3
Maragal_6,3
nemsemm1,1
TSOPF_RS_b39_c7,3
t2d_q9_A_31,3
tols4000,2
large_A_20,3
kineticBatchReactor_8,2
c-30,0
ex40,3
t2d_q4_A_40,3
LF10000_E,0
t2dal_bci_B,2
t2dah_a,3
case9_b2_04,2
viscoplastic1_C_2,2
LFAT5000_E,0
S80PI_n1_E,3
xingo_afonso_itaipu,3
c-41,3
hydr1c_A_08,3
bips07_1693,2
t2d_q4_A_07,3
k3plates,0
hydr1c_A_43,3
large_A_30,3
t2d_q9_A_33,3
scsd8-2r_A_07,3
human_gene1,0
raefsky6,3
rail_20209_E,3
t2d_q9_A_32,3
ex31,3
c-40,3
mixtank_new,3
S80PI_n_E,3
hydr1c_A_26,3
delf_A_16,3
case9_b2_11,2
ACTIVSg10K,3
scagr7-2b,3
case9_b1_10,2
photogrammetry2,2
scsd8-2r_A_06,2
p05,2
large_A_23,3
delf_A_24,3
large_A_26,3
LF10000,3
hydr1c_A_11,2
nemeth26,4
delf_A_04,3
msc04515,3
poli3,3
hydr1c_A_55,3
stat96v1,4
hydr1c_A_09,3
fv1,3
hydr1c_A_47,3
hydr1c_A_66,3
deter7,3
lowThrust_10,3
g7jac080sc,3
s1rmt3m1,3
case9_b2_06,2
exdata_1,3
TSOPF_RS_b39_c7_b,3
nemeth13,3
large_A_12,3
t2d_q4_A_16,3
lhr17c,3
scrs8-2r,3
M80PI_n1_E,3
large_A_27,3
Kemelmacher,3
freeFlyingRobot_16,2
scsd8-2b_A_2,2
ABACUS_shell_hd_E,3
cz5108,2
memplus,3
Zd_Jac2,3
t2d_q4_A_25,3
large_A_17,3
large_A_04,3
Hamrle2,3
t2d_q9_A_22,3
g7jac040sc,3
har_10NN,3
hydr1c_A_51,3
FEM_3D_thermal1,3
ABACUS_shell_ld_E,3
lowThrust_4,3
t2dal_bci_Abottom,3
hydr1c_A_44,3
cavity23,3
LeGresley_4908,3
t2d_q4_A_26,3
poli,3
delf_A_13,3
hydr1c_A_75,3
t2d_q4_A_34,3
cq5,2
hydr1c_A_06,3
c-29,3
2D_27628_bjtcai,3
delf_A_17,3
model7,3
c-46,3
ns3Da,3
t2d_q4_A_05,3
delf_A_18,3
wang4,3
ABACUS_shell_ud,3
linverse,1
t2d_q4_A_44,3
t2d_q4_A_27,3
t2d_q9_A_12,3
delf_A_20,3
bips07_1998_C,3
rajat27,4
lp_cre_d,3
ABACUS_shell_ld_K,3
epb1,3
hydr1c_A_63,3
nemeth15,3
delf_A_06,3
large_A_31,3
hydr1c_A_72,3
hydr1c_A_46,3
delf_A_22,3
bodyy6,3
hydr1c_A_13,3
t2d_q4,3
cavity24,3
crystm03,3
t2d_q9_A_17,3
case9_b1_03,2
delf_A_02,3
sit100,2
case9_b2_03,2
g7jac100,3
hydr1c_A_02,3
TSOPF_RS_b162_c1,3
t2d_q4_A_21,3
hydr1c_A_20,3
delf_A_07,3
kineticBatchReactor_7,2
large_A_16,3
case9_A_01,3
t2d_q9_A_34,3
ex37,3
olm5000,3
freeFlyingRobot_9,2
hydr1c_A_41,3
cavity22,3
kineticBatchReactor_3,3
hangGlider_5,3
xingo3012,2
lhr07,3
rail_20209,3
freeFlyingRobot_11,2
TSOPF_RS_b300_c2_b,3
human_gene2,0
sinc15,3
t2d_q4_A_20,3
large,3
ABACUS_shell_md_M,3
t2d_q9_A_30,3
fp,3
hydr1c_A_04,3
TSOPF_FS_b300,3
scagr7-2b_A_3,3
GT01R,3
ted_A_unscaled,3
t2d_q9_A_16,3
bips07_2476,3
scsd8-2c,3
bayer07,3
fome11,3
psse1,3
Goodwin_023,3
Chebyshev3,2
delf,3
hydr1c_A_65,3
jan99jac080,3
sme3Da,3
freeFlyingRobot_8,2
c-31,3
Maragal_5,3
cage9,2
ACTIVSg2000,3
stat96v2,4
hydr1c_A_32,3
mult_dcop_03,3
stormg2-8,3
delf_A_25,3
scagr7-2b_A_1,1
freeFlyingRobot_13,2
TSOPF_RS_b162_c3,3
t2d_q4_A_12,3
fome12,3
scsd8-2r_A_11,3
bcsstk16,3
c-42,3
usps_norm_5NN,3
gyro_k,3
hydr1c_A_38,3
case9_A_11,3
kineticBatchReactor_6,2
case9_b2_12,2
flowmeter0_B,3
Goodwin_017,3
FA,2
hydr1c_A_23,3
nemeth23,4
mark3jac020sc,3
rat_A_1,3
ex14,3
scsd8-2b_A_1,2
viscoplastic1_C_4,2
hydr1c_A_19,3
freeFlyingRobot_10,2
ncvxqp1,2
mimo28x28_system,2
Goodwin_030,3
delf_A_21,3
delf_A_31,3
t2d_q4_A_24,3
jan99jac080sc,3
thread,0
s2rmt3m1,3
jan99jac060sc,3
delf_A_27,2
nemeth07,3
crystk02,3
deter3,3
mark3jac040,3
case9_b1_07,2
nemeth12,1
scrs8-2r_A_01,1
wang3,3
hydr1c_A_48,3
case9_b1_06,2
graham1,3
lowThrust_3,3
t2d_q9_A_45,3
cell1,2
inlet_E,3
freeFlyingRobot_6,3
Si5H12,3
lowThrust_12,3
dano3mip,2
TSOPF_FS_b9_c6_b,2
nemeth18,3
delf_A_23,3
lp_osa_60,1
optdigits_10NN,3
heart1,1
large_A_13,3
fd12,3
mhd3200a,3
lhr14c,3
nemeth10,3
nemeth22,4
hydr1c_A_59,3
case9_b1_05,2
benzene,3
scagr7-2b_A_2,4
cell2,2
large_A_21,3
hydr1c_A_30,3
hydr1c_A_61,3
hydr1c_A_45,3
large_A_02,3
t2d_q4_A_37,3
nemeth03,3
route,0
chipcool1,3
large_A_29,3
case9_b2_01,2
t2d_q4_A_23,3
nemeth06,3
c-50,3
powersim,2
bips98_606,3
af23560,3
cavity21,3
t2d_q9_A_07,3
g7jac020sc,3
lhr07c,3
jan99jac040,3
case9_b,2
c-32,2
lowThrust_7,3
t2d_q9_A_11,3
delf_A_26,3
Na5,3
TSOPF_RS_b300_c1_b,3
t2d_q9_A_37,3
ww_vref_6405,3
hydr1c_A_15,3
hydr1c_A_35,3
nd3k,1
ex35,3
scrs8-2r_A_07,2
dtoc,3
s3rmt3m1,3
ge,3
bcsstk17,3
Dubcova1,3
thermal,3
ts-palko,1
t2d_q9_A_20,3
c-22,3
c-51,3
scsd8-2r_A_08,3
hydr1c_A_33,3
t2d_q9_A_29,3
large_A_10,3
viscoplastic1_C_7,2
garon2,3
t2d_q4_A_03,3
kineticBatchReactor_9,2
hydr1c_A_01,3
hangGlider_3,3
t2dah_e,3
t3dl_e,2
bcsstm37,2
nemsemm2,3
saylr4,2
bayer04,3
s2rmq4m1,3
hydr1,3
jan99jac020,3
delf_A_12,3
TSC_OPF_300,3
t2d_q4_A_02,3
large_A_09,3
hydr1c_A_71,3
t3dl,3
Zd_Jac3,3
lhr10,3
large_A_36,3
hydr1c_A_39,3
ex15,3
hydr1c_A_70,3
s1rmq4m1,3
crystm01,3
OPF_6000,3
bcsstk35,3
Fashion_MNIST_norm_10NN,3
Pd,3
t2d_q4_A_32,3
case9_A_09,3
t2d_q9_A_23,3
circuit_2,2
bcsstk24,0
c-39,3
gemat12,3
lp_dfl001,3
TSOPF_FS_b162_c1,3
LF10000_M,3
bcsstm38,3
coupled,3
t2d_q9_A_28,3
eurqsa,3
indianpines_10NN,3
psmigr_3,3
TSOPF_FS_b300_c1,3
crystk03,3
ch,3
s3rmt3m3,3
std1_Jac3_db,3
CurlCurl_0,3
t2d_q9,3
lp_cre_b,3
rdist2,3
nemeth17,3
t2d_q4_A_38,3
case9_A_08,3
deter5,3
t2d_q9_A_36,3
raefsky5,3
zeros_nopss_13k,2
t3dl_a,3
t2d_q9_A_14,3
bcsstk38,3
t3dl_B,3
hydr1c_A_37,3
delf_A_28,3
epb2,3
TSOPF_FS_b39_c7_b,2
scsd8-2r_A_04,2
t2d_q9_A_40,3
hydr1c_A_57,3
t2d_q9_A_18,3
lhr04,2
nl,3
t2d_q4_A_35,3
bcsstk18,3
sherman3,3
hydr1c_A_29,3
ted_B,3
TSOPF_RS_b162_c4,3
c-33,2
ex12,3
Ill_Stokes,3
c-47,3
scfxm1-2b_A_1,3
mhd4800b,3
lowThrust_9,3
crystk01,3
case9_b1_09,2
c-25,3
large_A_24,3
cavity17,3
scrs8-2r_A_05,3
freeFlyingRobot_7,2
nemswrld,3
scrs8-2r_A_09,2
case9_A_06,3
stat96v4,4
lowThrust_8,3
hydr1c_A_68,3
t2dal_a,2
mnist_test_norm_10NN,3
circuit_3,3
viscoplastic1,2
t2d_q4_A_14,3
t2dal_B,2
bips07_3078,2
scrs8-2r_A_03,1
windtunnel_evap2d,3
xingo3012_C,3
bratu3d,3
t2d_q4_A_33,3
TSOPF_FS_b9_c6,3
soc-sign-bitcoin-otc_Time,3
TSOPF_RS_b9_c6_b,3
cage10,3
kineticBatchReactor_2,2
smt,3
bips98_1142,3
hydr1c_A_76,3
large_A_14,3
rail_5177_B,2
hydr1c_A_17,3
case9_b1_02,2
large_A_25,3
mark3jac060sc,3
cavity18,3
rdb3200l,2
co5,3
chipcool1_B,3
SiNa,3
fv2,3
TSOPF_RS_b162_c3_b,3
viscoplastic1_C_3,2
bcsstk37,3
case9_b1_08,2
hydr1c_A_10,3
case9_b2_10,2
dw4096,2
mhd4800a,3
lowThrust_5,3
t2d_q9_A_21,3
scsd8-2r_A_03,1
c-21,3
large_A_37,3
case9_A_07,3
brainpc2,2
t2d_q4_A_06,3
garon1,3
gemat1,3
nopss_11k,3
hydr1c_A_53,3
aft01,3
sherman5,3
nmos3,3
case9_b1_01,2
cond-mat,3
bcsstm35,2
ABACUS_shell_md_E,3
TSOPF_RS_b678_c1_b,3
deter2,3
qpband,2
cbuckle,3
rail_5177_E,2
delf_A_15,3
deter6,3
scsd8-2r,3
nemeth09,3
fv3,3
t2d_q9_A_10,3
inlet_C,3
case9_A_10,3
t2d_q4_A_11,3
bcsstk25,3
large_A_11,3
ABACUS_shell_hd_K,3
c-48,3
bcsstm24,2
t2d_q4_A_13,3
M80PI_n,3
descriptor_xingo6u,2
nemeth05,3
bodyy4,3
c-37,3
ncvxqp9,2
ted_A,3
hydr1c_A_34,3
lnsp3937,2
Zd_Jac6,3
hydr1c_A_07,3
flowmeter0,3
nemeth24,3
t2d_q9_A_25,3
t2d_q4_A_18,3
TSC_OPF_1047,3
meg4,2
astro-ph,3
scrs8-2r_A_06,3
lowThrust_13,3
delf_A_36,3
freeFlyingRobot_15,2
TSOPF_FS_b162_c1_b,2
p010,3
freeFlyingRobot_14,2
e40r0100,3
vibrobox,3
Zd_Jac6_db,3
t2d_q4_A_42,3
nemeth04,3
t2d_q9_A_42,3
crystm02,3
hep-th,3
TSOPF_RS_b300_c2,3
scsd8-2b,3
delf_A_33,3
lhr14,3
hydr1c_A_73,3
t2d_q9_A_27,3
delf_A_34,3
t2d_q4_A_45,3
hydr1c_A_56,3
hangGlider_4,3
dynamicSoaringProblem_5,2
t2d_q9_A_06,3
t2d_q9_A_35,3
fxm2-16,2
delf_A_03,3
spmsrtls,3
ABACUS_shell_ud_M,3
nemeth11,3
rw5151,3
rat_A_2,3
scfxm1-2b_A_2,3
TSOPF_RS_b162_c4_b,3
swang1,2
bips98_606_C,3
std1_Jac3,3
lhr17,3
bips07_1693_C,3
TSOPF_RS_b9_c6,2
hydr1c_A_69,3
t2d_q9_A_02,3
delf_A_10,3
cz10228,3
freeFlyingRobot_12,2
Pres_Poisson,3
inlet,3
hydr1c_A_42,3
rail_5177,3
nemeth08,3
psmigr_2,3
ABACUS_shell_ud_K,3
case9_A_12,3
bloweybq,2
cavity25,3
t2d_q4_A_28,3
hydr1c_A_40,3
t2d_q9_A_08,3
raefsky4,0
hydr1c_A_18,3
model10,3
case9_b1_11,2
poli_large,3
large_A_32,3
lowThrust_11,3
bloweya,3
hydr1c_A_27,3
mark3jac060,3
nd6k,1
t2d_q9_A_38,3
bayer02,3
nemeth14,3
jan99jac020sc,3
raefsky2,3
hydr1c_A_67,3
t2dah,3
hydr1c_A_54,3
viscoplastic1_C_6,2
dynamicSoaringProblem_8,2
hydr1c_A_12,3
Si10H16,3
TSOPF_FS_b39_c7,3
hydr1c_A_52,3
t2d_q9_A_13,3
delf_A_29,3
sinc18,3
LFAT5000_M,0
graphics,3
mult_dcop_01,0
sts4098,3
inlet_B,2
tuma2,2
Zd_Jac2_db,3
t2dal_bci_Aside,3
appu,3
large_A_22,3
case9_b1_12,2
chipcool0,3
hydr1c_A_22,3
c-27,3
t2d_q4_A_15,3
ex18,2
delf_A_11,3
bcsstm25,2
lhr10c,3
case9_b2_07,2
lp_osa_30,1
lowThrust_6,3
gemat11,3
airfoil_2d,3
sts4098_b,3
large_A_18,3
utm5940,3
rim,3
cvxqp3,3
t2d_q4_A_41,3
scrs8-2r_A_08,3
bcsstk21,2
scsd8-2r_A_02,2
rdist1,3
mhd3200b,2
raefsky1,3
rail_20209_B,3
co9,3
swang2,2
case9_A_04,3
c-49,3
c-45,3
cz20468,3
scrs8-2r_A_10,3
M80PI_n_E,3
flowmeter5_B,3
large_A_03,3
c-24,2
stormg2-27,3
cq9,3
S80PI_n1,3
nemeth21,3
g7jac060,3
hydr1c_A_62,3
lhr11,3
large_A_33,3
hydr1c_A_31,3
ex11,3
TSOPF_RS_b678_c1,3
msc23052,3
c-35,3
hydr1c_A_28,3
c-38,3
case9_A_02,3
rajat03,2
nemeth19,3
3D_28984_Tetra,3
fd15,3
windscreen_M,3
ted_B_unscaled,3
kmnist_norm_10NN,3
lpi_gosh,3
t2d_q4_A_19,3
bips07_3078_C,2
hydr1c_A_74,3
case9_b2_09,2
psse0,3
t2dal_bci_Atop,2
t2d_q4_A_08,3
cavity20,3
shermanACa,3
hydr1c_A_58,3
large_A_28,3
dynamicSoaringProblem_7,3
c-36,2
nasa4704,3
ulevimin,0
stokes64,3
bcsstm36,3
bips07_2476_C,1
t2d_q4_A_36,3
large_A_08,3
hydr1c_A_25,3
coater2,3
delf_A_08,3
olafu,3
hydr1c_A_03,3
shyy41,3
bips98_1142_C,4
large_A_35,3
sinc12,3
scsd8-2c_A_3,3
TSOPF_RS_b2052_c1,3
gyro_m,3
hydr1c_A_64,3
case9_A_03,3
scrs8-2r_A_02,4
t2d_q4_A_17,3
nemeth20,3
ABACUS_shell_md_K,3
case9_b2_08,2
bundle1,3
lp_stocfor3,3
shermanACb,3
cavity26,3
t2d_q4_A_01,3
large_A_06,3
c-34,3
hydr1c_A_05,3
car4,2
jan99jac060,3
bcsstm21,3
t2d_q9_A_05,3
c-23,3
viscoplastic1_C_5,2
delf_A_19,3
std1_Jac2,3
gyro,3
delf_A_05,3
