matrix,target
random_mtx_nc60,0
random_mtx_nc34,0
random_mtx_nc45,0
random_mtx_nc99,0
random_mtx_nc62,0
random_mtx_nc25,0
random_mtx_nc9,0
random_mtx_nc47,0
random_mtx_nc28,0
random_mtx_nc31,0
random_mtx_nc80,0
random_mtx_nc96,0
random_mtx_nc97,0
random_mtx_nc19,0
random_mtx_nc32,0
random_mtx_nc63,0
random_mtx_nc43,0
random_mtx_nc50,0
random_mtx_nc42,0
random_mtx_nc41,0
random_mtx_nc36,0
random_mtx_nc87,0
random_mtx_nc49,0
random_mtx_nc3,0
random_mtx_nc68,0
random_mtx_nc51,3
random_mtx_nc48,0
random_mtx_nc46,3
random_mtx_nc8,0
random_mtx_nc5,0
random_mtx_nc72,0
random_mtx_nc17,0
random_mtx_nc59,0
random_mtx_nc58,0
random_mtx_nc94,0
random_mtx_32,0
random_mtx_47,0
random_mtx_41,0
random_mtx_45,0
random_mtx_1,0
random_mtx_36,0
random_mtx_34,0
random_mtx_17,0
random_mtx_43,0
random_mtx_49,0
random_mtx_18,0
random_mtx_3,0
random_mtx_5,0
random_mtx_8,0
random_mtx_26,0
random_mtx_30,0
random_mtx_50,0
random_mtx_15,1
random_mtx_14,0
random_mtx_27,0
random_mtx_2,0
random_mtx_48,0
random_mtx_12,0
random_mtx_42,0
random_mtx_35,0
random_mtx_24,0
random_mtx_7,0
random_mtx_16,0
random_mtx_10,0
random_mtx_4,0
random_mtx_44,0
random_mtx_37,0
random_mtx_21,0
random_mtx_11,0
random_mtx_38,0
random_mtx_19,0
random_mtx_46,0
random_mtx_22,0
random_mtx_13,0
random_mtx_23,0
random_mtx_20,0
random_mtx_33,0
random_mtx_40,0
random_mtx_29,0
random_mtx_6,0
random_mtx_9,0
random_mtx_31,0
random_mtx_28,0
random_mtx_39,0
random_mtx_25,0
