matrix,target
fpga_dcop_33,1
fpga_dcop_34,1
fpga_dcop_35,1
fpga_dcop_36,1
fpga_dcop_37,1
fpga_dcop_38,1
fpga_dcop_39,1
fpga_dcop_40,1
fpga_dcop_41,1
fpga_dcop_42,1
fpga_dcop_43,1
fpga_dcop_44,1
fpga_dcop_45,1
fpga_dcop_46,1
fpga_dcop_47,1
fpga_dcop_48,1
fpga_dcop_49,1
fpga_dcop_50,1
fpga_dcop_51,1
fpga_trans_01,1
fpga_trans_02,1
freeFlyingRobot_1,1
fs_183_1,1
fs_183_3,1
fs_183_4,1
fs_183_6,1
fs_541_1,1
fs_541_2,1
fs_541_3,0
fs_541_4,1
fs_680_1,0
fs_680_2,0
fs_680_3,1
fs_760_1,1
fs_760_2,1
fs_760_3,1
gams10a,1
gams10am,1
gams60am,1
Glass_10NN,1
goddardRocketProblem_1,1
goddardRocketProblem_2,1
Goodwin_010,1
gre_1107,1
gre_115,1
gre_185,1
gre_216a,1
gre_216b,1
gre_343,1
gre_512,1
hangGlider_1,1
hor_131,1
illc1033,1
impcol_a,1
impcol_c,1
impcol_d,1
impcol_e,1
iris_dataset_30NN,1
lns_131,1
lns_511,1
lnsp_131,1
lnsp_511,1
lop163,1
lowThrust_1,1
lp_agg2,1
lp_agg3,1
lp_bandm,1
lp_beaconfd,1
lp_bore3d,1
lp_brandy,1
lp_capri,1
lp_e226,1
lp_fffff800,1
lp_gfrd_pnc,1
lp_grow7,1
lp_israel,1
lp_lotfi,1
lp_sc105,1
lp_sc205,1
lp_scagr7,1
lp_scfxm2,1
lp_scorpion,1
lp_share1b,1
lp_stocfor1,1
lp_vtp_base,1
lpi_cplex2,1
lpi_qual,1
lpi_refinery,1
lpi_vol1,1
lund_a,1
lund_b,1
M10PI_n,1
M10PI_n_E,1
M10PI_n1,1
M10PI_n1_E,1
M20PI_n,1
M20PI_n_E,1
M20PI_n1,1
M20PI_n1_E,1
Maragal_2,1
mbeacxc,1
mbeaflw,1
mbeause,1
mcca,0
mcfe,0
mesh2e1,1
mesh2em5,1
mesh3e1,1
mesh3em5,1
mhda416,1
mhdb416,1
mice_10NN,1
micromass_10NN,1
msc00726,1
msc01050,1
nnc261,1
nnc666,1
nos2,1
nos3,1
nos4,1
nos5,1
nos6,1
nos7,1
odepa400,1
odepb400,1
Olivetti_norm_10NN,1
olm1000,1
olm500,1
orbitRaising_1,1
orbitRaising_2,1
orbitRaising_3,1
orbitRaising_4,1
orsirr_1,1
orsirr_2,1
oscil_dcop_01,1
oscil_dcop_02,1
oscil_dcop_03,1
oscil_dcop_04,1
oscil_dcop_05,1
oscil_dcop_06,1
oscil_dcop_07,1
oscil_dcop_08,1
oscil_dcop_09,1
oscil_dcop_10,1
oscil_dcop_11,1
oscil_dcop_12,1
oscil_dcop_13,1
oscil_dcop_14,1
oscil_dcop_15,1
oscil_dcop_16,1
oscil_dcop_17,1
oscil_dcop_18,1
oscil_dcop_19,1
oscil_dcop_20,1
oscil_dcop_21,1
oscil_dcop_22,1
oscil_dcop_23,1
oscil_dcop_24,1
oscil_dcop_25,1
oscil_dcop_26,1
oscil_dcop_27,1
oscil_dcop_28,1
oscil_dcop_29,1
oscil_dcop_30,1
oscil_dcop_31,1
oscil_dcop_32,1
oscil_dcop_33,1
oscil_dcop_34,1
oscil_dcop_35,1
oscil_dcop_36,1
oscil_dcop_37,1
oscil_dcop_38,1
oscil_dcop_39,1
oscil_dcop_40,1
oscil_dcop_41,1
oscil_dcop_42,1
oscil_dcop_43,1
oscil_dcop_44,1
oscil_dcop_45,1
oscil_dcop_46,1
oscil_dcop_47,1
oscil_dcop_48,1
oscil_dcop_49,1
oscil_dcop_50,1
oscil_dcop_51,0
oscil_dcop_52,1
oscil_dcop_53,1
oscil_dcop_54,1
oscil_dcop_55,1
oscil_dcop_56,1
oscil_dcop_57,1
oscil_trans_01,1
pde225,1
pde900,1
pivtol,1
plat362,1
plskz362,1
poisson2D,1
pores_3,1
problem1,1
qh768,0
qh882,1
QRpivot,1
radfr1,1
rajat04,1
rajat05,1
rajat11,1
rajat14,1
rajat19,1
rdb200,1
rdb200l,1
rdb450,1
rdb450l,1
rdb800l,1
rdb968,1
reorientation_1,1
robot,1
rotor1,1
rotor2,1
rw136,1
rw496,1
S10PI_n,1
S10PI_n_E,1
S10PI_n1,1
S10PI_n1_E,1
S20PI_n,1
S20PI_n_E,1
S20PI_n1,1
S20PI_n1_E,0
saylr1,1
saylr3,1
sherman1,1
sherman2,1
sherman4,1
Si2,1
spaceShuttleEntry_1,1
spaceStation_2,1
spaceStation_3,1
spaceStation_4,1
spaceStation_5,1
spaceStation_6,1
spaceStation_7,1
spaceStation_8,1
spaceStation_9,1
Spectro_10NN,1
steam1,1
steam2,1
str_0,1
str_200,1
str_400,1
str_600,1
tols1090,1
tols340,1
tomography,1
tub100,1
tub1000,1
tumorAntiAngiogenesis_1,1
tumorAntiAngiogenesis_2,1
tumorAntiAngiogenesis_3,1
tumorAntiAngiogenesis_4,1
tumorAntiAngiogenesis_5,1
tumorAntiAngiogenesis_6,1
tumorAntiAngiogenesis_7,1
tumorAntiAngiogenesis_8,1
umistfacesnorm_10NN,1
USAir97,1
utm300,1
Vehicle_10NN,1
well1033,1
west0132,1
west0156,1
west0167,1
west0381,1
west0479,1
west0497,1
west0655,1
west0989,1
wm1,1
wm2,1
wm3,1
YaleA_10NN,1
young3c,1
zed,1
