matrix,target
SiNa,3
hydr1c_A_28,3
Pd_b,3
cavity23,3
t2d_q9_A_41,3
nemeth21,3
igbt3,3
hydr1c_A_74,3
lhr10c,3
Kuu,4
c-41,3
t2d_q9_A_28,3
t2d_q9_A_20,3
bips07_1693,3
cryg10000,3
sit100,3
hydr1c_A_04,3
t2d_q9_A_40,3
s1rmq4m1,3
utm5940,3
windtunnel_evap2d,3
scsd8-2r_A_07,3
large_A_20,3
t2d_q4_A_24,3
sts4098,4
hydr1c_A_59,3
hydr1c_A_66,3
deter6,3
delf_A_05,3
t2d_q4_A_08,1
p05,3
ex31,2
c-28,0
nemeth14,3
t2d_q9_A_43,3
c-30,2
t2d_q4_A_17,3
bayer03,3
scrs8-2r_A_09,3
t2dal_bci_Atop,1
delf_A_10,3
mimo8x8_system,3
t2d_q9_A_16,3
hydr1c_A_56,3
case9_A_07,5
shermanACa,3
lhr11,3
c-34,4
delf_A_33,3
hydr1c_A_27,3
hydr1c_A_35,1
add32,3
crystk02,4
stokes64,3
hydr1c_A_25,3
cavity25,3
large_A_11,3
hangGlider_3,3
S80PI_n1_E,1
dynamicSoaringProblem_7,4
zeros_nopss_13k,3
hydr1c_A_50,3
bcsstm21,1
t2d_q4_A_30,3
dw4096,3
t2d_q9_A_30,3
t2dal_bci_E,1
ncvxqp1,0
viscoplastic1_C_3,3
poli,3
c-32,2
delf_A_06,3
case9_A_09,5
kineticBatchReactor_8,3
t2d_q9_A_23,3
t2d_q4_A_35,3
t2dal_a,3
large_A_31,3
hydr1c_A_31,3
flowmeter5,3
t2d_q4_A_01,1
delf_A_12,3
eurqsa,4
delf_A_08,3
viscoplastic1_C_2,2
kineticBatchReactor_4,4
cbuckle_G,3
bayer07,1
delf_A_19,3
large_A_09,3
large_A_02,3
large_A_24,3
lhr10,3
t2d_q4_A_32,3
har_10NN,1
nemeth18,3
freeFlyingRobot_8,4
t2dal_bci,3
TSOPF_FS_b162_c1,4
lhr11c,3
rat_A_1,3
M80PI_n_E,1
c-39,3
ex40,3
delf_A_34,3
sherman3,3
shyy41,3
t2d_q4_A_40,3
lhr04c,4
cavity21,3
freeFlyingRobot_7,4
c-45,3
large_A_36,3
S80PI_n_E,1
t2d_q4_A_26,3
delf_A_25,3
c-27,3
g7jac050sc,3
cavity26,3
deter8,3
kineticBatchReactor_9,3
large_A_18,3
bcsstk28,3
hydr1c_A_15,3
t2d_q9_A_01,1
freeFlyingRobot_10,3
t2d_q9_A_05,1
appu,0
Na5,3
c-26,3
c-38,3
scrs8-2r_A_04,3
delf_A_24,3
shermanACd,4
t2d_q4_A_44,3
nemeth26,3
gemat1,4
hydr1c_A_20,3
scsd8-2r_A_05,1
hydr1c_A_52,3
lnsp3937,3
large_A_12,3
ted_A_unscaled,3
Pd_rhs,3
hydr1c_A_01,3
rdist1,3
t2d_q4_A_21,3
t2d_q9_A_34,3
delf_A_16,3
hydr1c_A_63,3
kineticBatchReactor_5,3
delf_A_36,3
t2d_q4,1
freeFlyingRobot_16,3
TSOPF_RS_b39_c7,3
hydr1c_A_57,1
ted_B,3
bips98_606,1
hydr1c_A_19,1
ex19,3
t2d_q4_A_13,3
delf_A_32,3
t2d_q4_A_34,3
s3rmt3m3,3
meg4,4
ww_vref_6405,3
g7jac020,3
circuit_3,3
hydr1c_A_14,3
large_A_14,3
raefsky2,3
kineticBatchReactor_2,3
c-33,3
t2d_q4_A_38,0
delf_A_09,3
g7jac040,4
t2dal_e,0
ex9,2
sherman5,3
bcsstk21,3
case9_A_05,5
large_A_29,3
t2d_q9_A_21,3
scrs8-2r_A_07,3
t2d_q4_A_19,3
large_A_26,3
cq5,3
large_A_28,3
lpi_gosh,4
ex18,3
large_A_08,3
delf_A_17,3
hydr1c_A_26,3
Hamrle2,3
Chebyshev3,4
ch,3
large_A_22,3
t2d_q9_A_12,3
swang1,3
viscoplastic1_C_1,3
bayer02,1
delf,3
hydr1c_A_21,3
t2d_q4_A_42,3
c-43,3
r05,4
mnist_test_norm_10NN,1
mhd3200b,3
t2dah,3
g7jac020sc,3
gemat11,3
t2d_q4_A_07,1
mhd4800a,3
coupled,3
rdb3200l,1
mark3jac020sc,4
human_gene2,0
nemeth16,3
jan99jac020,3
ted_B_unscaled,1
TSOPF_RS_b162_c1,4
linverse,1
lp_dfl001,1
nemeth19,3
freeFlyingRobot_14,4
jan99jac040sc,3
fd12,3
nemeth03,3
cell2,3
t2d_q9_A_37,3
delf_A_04,3
hydr1c_A_16,1
g7jac040sc,4
bcsstk16,3
lhr07,3
ex15,1
freeFlyingRobot_9,3
hydr1c_A_37,3
fv2,3
t2d_q9_A_33,3
msc10848,3
hydr1c_A_64,3
viscoplastic1,2
t2d_q9_A_45,0
Goodwin_017,4
airfoil_2d,3
c-22,3
hydr1c_A_53,3
t2d_q9_A_09,3
t2d_q9_A_35,3
kineticBatchReactor_3,3
stormg2-8,3
scagr7-2b,1
indianpines_10NN,1
delf_A_20,3
c-42,3
t2d_q4_A_06,3
nemeth05,3
delf_A_01,3
photogrammetry2,3
sinc12,3
nemeth07,3
delf_A_30,3
nemeth24,3
case9_A_06,5
t2dal_bci_Abottom,1
S80PI_n1,3
poisson3Da,3
cavity17,3
lhr04,4
bcsstk38,3
nemeth10,3
bips98_1450,0
large_A_35,3
dynamicSoaringProblem_8,4
lhr07c,3
hydr1c_A_17,3
hydr1c_A_09,3
case9_A_11,5
hydr1c_A_41,3
s3rmt3m1,0
viscoplastic1_C_7,3
c-21,3
nemeth17,3
scsd8-2r_A_06,1
hydr1c_A_42,3
hydr1c_A_05,3
ACTIVSg2000,3
t2d_q9_A_25,3
delf_A_27,3
Muu,3
jan99jac020sc,3
cavity18,3
case9_A_12,5
delf_A_13,3
t2d_q9_A_22,3
t2d_q4_A_14,3
hydr1c_A_70,3
nemeth04,3
nd3k,3
tuma2,3
t2d_q4_A_33,3
kmnist_norm_10NN,1
large_A_30,3
rail_5177_E,3
case9,5
t2d_q9_A_17,3
hydr1c_A_67,3
t2d_q4_A_22,3
large_A_04,3
lhr14,3
delf_A_35,3
hydr1c_A_13,3
rdb5000,3
cavity20,3
SiH4,3
large_A_15,3
nemeth06,3
flowmeter0,3
flowmeter5_E,4
delf_A_29,3
hydr1c_A_30,3
hydr1c_A_69,3
t2d_q9_A_29,3
xingo_afonso_itaipu,3
cavity24,3
case9_A_01,5
mark3jac020,3
mimo28x28_system,0
garon1,3
hydr1c_A_12,3
case9_A_10,5
t2dah_e,3
t2d_q9_A_04,1
ex12,4
large_A_17,3
freeFlyingRobot_6,3
M80PI_n,1
large_A_01,3
hydr1c_A_06,3
fxm2-16,3
stokes64s,3
viscoplastic1_C_5,3
hydr1c_A_45,1
t2d_q9_A_14,3
case9_A_04,5
GT01R,3
hydr1c_A_54,1
bayer10,3
t2d_q4_A_09,1
psse1,3
c-40,3
sme3Da,4
cage10,3
Pd,3
delf_A_26,3
rajat03,3
nemeth09,3
c-29,3
large_A_32,3
t2dal,3
hydr1c_A_36,3
viscoplastic1_C_4,3
scrs8-2r_A_08,3
t2d_q4_A_11,3
t2d_q4_A_05,1
hydr1c_A_18,3
nemeth08,3
hydr1c_A_33,3
large_A_34,3
t2d_q4_A_10,1
delf_A_11,3
hydr1c_A_46,3
Goodwin_030,3
goodwin,3
usps_norm_5NN,1
ex37,3
cavity22,3
large_A_27,3
nemeth22,3
t2d_q4_A_39,3
large_A_19,3
hydr1c_A_38,1
hydr1c_A_44,3
t2d_q9_A_32,3
rw5151,3
t2d_q9_A_19,3
t2d_q4_A_03,1
CurlCurl_0,3
deter5,3
dynamicSoaringProblem_6,4
circuit_2,3
nemeth11,3
scfxm1-2b_A_1,3
hep-th,3
t2d_q4_A_28,3
exdata_1,3
large_A_13,3
hydr1c_A_40,3
t2d_q9_A_24,3
scrs8-2r_A_05,3
cavity16,3
bcsstk17,3
t2d_q4_A_25,3
large_A_16,3
psmigr_3,4
garon2,3
hydr1c_A_07,3
t2d_q9_A_39,3
Maragal_5,4
crystk01,3
delf_A_02,3
lhr14c,3
hydr1c_A_58,3
bcsstm38,3
delf_A_28,3
bloweybq,5
hydr1,1
t2d_q4_A_12,3
t2d_q9_A_03,1
rat_A_2,3
ted_A,3
delf_A_15,3
fv1,3
nemeth20,3
c-44,2
kineticBatchReactor_7,3
nemeth02,3
bcsstk18,3
bips98_1142,3
hydr1c_A_23,3
t2d_q9_A_10,1
hydr1c_A_73,3
t2d_q9_A_44,3
hydr1c_A_65,1
t2d_q9_A_07,1
vibrobox,3
scrs8-2r_A_06,3
hydr1c_A_48,1
t2d_q9_A_26,3
kineticBatchReactor_6,3
freeFlyingRobot_12,4
mhd3200a,3
t2d_q9_A_08,1
tols4000,4
crystm01,3
dw8192,3
hydr1c_A_71,3
soc-sign-bitcoin-otc_Time,3
graham1,3
c-25,4
fp,2
cavity19,3
t2d_q9_A_27,3
nemeth15,3
hydr1c_A_68,1
c-23,3
fv3,1
inlet_E,2
JapaneseVowelsSmall_10NN,3
freeFlyingRobot_13,4
t2dah_a,3
t2d_q9_A_42,3
delf_A_18,3
TSC_OPF_300,3
lp_cre_a,4
delf_A_23,3
raefsky6,4
hydr1c_A_34,3
t2dal_bci_Aside,1
S80PI_n,3
olm5000,3
msc04515,3
hydr1c_A_39,3
t2d_q9_A_36,3
delf_A_14,3
heart1,4
lowThrust_3,3
t2d_q4_A_43,3
m3plates,3
t2d_q9_A_02,3
large_A_03,3
scfxm1-2b_A_2,3
ex14,4
freeFlyingRobot_15,4
M80PI_n1_E,3
hydr1c_A_62,3
hydr1c_A_10,3
nemeth23,3
raefsky5,3
t2d_q9_A_15,3
hydr1c,3
bcsstk15,3
bcsstm24,1
large,3
Fashion_MNIST_norm_10NN,3
hydr1c_A_11,3
bundle1,0
nemeth01,3
TSOPF_RS_b300_c1,3
inlet,3
viscoplastic1_C_6,3
case9_A_08,5
t2d_q4_A_36,3
hydr1c_A_29,1
t2d_q9_A_06,1
TSOPF_RS_b9_c6,3
FA,3
freeFlyingRobot_11,4
delf_A_21,3
s2rmq4m1,3
t2d_q4_A_29,3
rail_5177,3
lns_3937,1
large_A_25,3
c-37,4
s1rmt3m1,0
fd15,3
scagr7-2b_A_3,1
delf_A_31,3
