matrix,target
mark3jac040sc,3
t2d_q9_A_04,3
oscil_dcop_07,1
ex9,5
msc10848,3
nemeth02,5
scsd8-2r_A_01,1
south31,3
testbig,3
cavity01,2
hydr1c_A_21,3
flowmeter5,2
bayer03,2
JapaneseVowelsSmall_10NN,5
lp_bandm,3
t2dah_B,3
t2dal_bci,2
lhr11c,3
poisson3Da,3
hydr1c_A_36,3
pivtol,1
t2dal_e,3
chipcool0_B,3
hydr1c_A_14,3
dynamicSoaringProblem_6,3
hydr1c,3
cavity16,3
Maragal_6,3
nemsemm1,1
mesh3e1,1
TSOPF_RS_b39_c7,5
t2d_q9_A_31,3
tols4000,3
tols340,3
oscil_dcop_28,2
oscil_dcop_52,1
large_A_20,3
kineticBatchReactor_8,2
c-30,5
fs_183_4,3
ex40,3
t2d_q4_A_40,5
LF10000_E,5
t2dal_bci_B,3
bcsstk20,3
t2dah_a,5
case9_b2_04,2
viscoplastic1_C_2,2
LFAT5000_E,0
S80PI_n1_E,3
xingo_afonso_itaipu,2
c-41,3
hydr1c_A_08,3
bips07_1693,3
t2d_q4_A_07,3
k3plates,0
hydr1c_A_43,3
lpi_chemcom,3
large_A_30,3
t2d_q9_A_33,5
scsd8-2r_A_07,3
human_gene1,0
raefsky6,3
rail_20209_E,5
t2d_q9_A_32,5
ex31,3
c-40,5
mixtank_new,3
S80PI_n_E,3
hydr1c_A_26,3
delf_A_16,3
case9_b2_11,2
lp_share1b,3
ACTIVSg10K,3
scagr7-2b,3
case9_b1_10,2
photogrammetry2,2
scsd8-2r_A_06,3
p05,2
large_A_23,3
delf_A_24,3
large_A_26,3
mbeaflw,3
LF10000,5
hydr1c_A_11,3
nemeth26,4
delf_A_04,3
msc04515,5
poli3,3
hydr1c_A_55,3
stat96v1,4
hydr1c_A_09,3
fv1,5
hydr1c_A_47,3
hydr1c_A_66,3
lns_131,1
steam1,3
deter7,3
lowThrust_10,5
g7jac080sc,3
s1rmt3m1,5
case9_b2_06,2
exdata_1,3
TSOPF_RS_b39_c7_b,3
nemeth13,5
large_A_12,3
t2d_q4_A_16,5
lhr17c,3
scrs8-2r,3
lp_ship04l,3
M80PI_n1_E,3
large_A_27,3
Kemelmacher,3
freeFlyingRobot_16,2
plat362,3
scsd8-2b_A_2,3
bcsstm22,3
ABACUS_shell_hd_E,3
cz5108,2
breasttissue_10NN,3
memplus,3
fs_183_3,3
Zd_Jac2,3
t2d_q4_A_25,3
large_A_17,3
large_A_04,3
Hamrle2,2
t2d_q9_A_22,5
g7jac040sc,3
har_10NN,3
hydr1c_A_51,3
FEM_3D_thermal1,5
ABACUS_shell_ld_E,3
ex1,3
gams30a,1
lowThrust_4,5
bcsstm05,3
t2dal_bci_Abottom,3
hydr1c_A_44,3
cavity23,3
LeGresley_4908,3
t2d_q4_A_26,3
poli,3
delf_A_13,3
hydr1c_A_75,3
t2d_q4_A_34,3
cq5,2
lp_bore3d,3
hydr1c_A_06,3
c-29,3
2D_27628_bjtcai,3
lpi_bgetam,3
delf_A_17,3
spaceStation_2,2
model7,3
oscil_dcop_30,1
oscil_dcop_06,1
c-46,5
ns3Da,3
t2d_q4_A_05,3
delf_A_18,3
wang4,3
ABACUS_shell_ud,5
linverse,5
t2d_q4_A_44,3
oscil_dcop_51,1
oscil_dcop_13,1
t2d_q4_A_27,5
t2d_q9_A_12,5
delf_A_20,3
bips07_1998_C,3
oscil_dcop_23,3
rajat27,4
lp_cre_d,3
ABACUS_shell_ld_K,5
epb1,3
hydr1c_A_63,3
oscil_dcop_53,1
nemeth15,5
delf_A_06,3
large_A_31,3
oscil_dcop_43,2
hydr1c_A_72,3
hydr1c_A_46,3
delf_A_22,3
bodyy6,3
hydr1c_A_13,3
t2d_q4,3
cavity24,3
crystm03,5
t2d_q9_A_17,3
case9_b1_03,2
odepa400,1
delf_A_02,3
sit100,2
case9_b2_03,2
g7jac100,3
hydr1c_A_02,3
TSOPF_RS_b162_c1,3
t2d_q4_A_21,3
hydr1c_A_20,3
delf_A_07,3
bcsstm06,3
odepb400,4
model2,3
kineticBatchReactor_7,2
large_A_16,3
case9_A_01,5
t2d_q9_A_34,3
ex37,3
olm5000,2
freeFlyingRobot_9,2
hydr1c_A_41,3
cavity22,3
kineticBatchReactor_3,3
mhda416,3
mhdb416,3
hangGlider_5,3
nos5,2
xingo3012,2
lnsp_131,3
lhr07,3
rail_20209,5
freeFlyingRobot_11,2
rajat05,3
lp_israel,3
TSOPF_RS_b300_c2_b,3
human_gene2,0
sinc15,3
t2d_q4_A_20,3
large,3
ABACUS_shell_md_M,5
t2d_q9_A_30,3
fp,3
hydr1c_A_04,3
TSOPF_FS_b300,3
bwm200,3
scagr7-2b_A_3,3
GT01R,3
oscil_dcop_05,1
ted_A_unscaled,3
oscil_dcop_04,3
t2d_q9_A_16,3
bips07_2476,2
scsd8-2c,3
bayer07,3
fome11,3
psse1,3
cavity03,3
Goodwin_023,3
Chebyshev3,2
delf,3
hydr1c_A_65,3
tumorAntiAngiogenesis_2,4
jan99jac080,3
sme3Da,3
freeFlyingRobot_8,2
c-31,3
Maragal_5,3
oscil_dcop_17,1
cage9,2
ACTIVSg2000,3
stat96v2,4
hydr1c_A_32,3
mult_dcop_03,3
stormg2-8,3
delf_A_25,3
bcsstm20,3
scagr7-2b_A_1,1
freeFlyingRobot_13,2
TSOPF_RS_b162_c3,3
t2d_q4_A_12,3
fome12,3
scsd8-2r_A_11,5
bcsstk16,3
oscil_dcop_27,1
c-42,3
usps_norm_5NN,3
gyro_k,3
west0497,3
hydr1c_A_38,3
case9_A_11,5
kineticBatchReactor_6,2
zed,1
case9_b2_12,2
flowmeter0_B,3
Goodwin_017,3
FA,2
nos4,3
hydr1c_A_23,3
nemeth23,4
mark3jac020sc,3
oscil_dcop_08,1
rat_A_1,3
ex14,3
scsd8-2b_A_1,1
viscoplastic1_C_4,2
hydr1c_A_19,3
str_200,3
freeFlyingRobot_10,2
oscil_dcop_54,3
spaceStation_3,3
ncvxqp1,3
mimo28x28_system,2
Goodwin_030,3
delf_A_21,3
mesh2em5,3
delf_A_31,3
t2d_q4_A_24,3
jan99jac080sc,3
thread,0
s2rmt3m1,5
jan99jac060sc,3
delf_A_27,3
tumorAntiAngiogenesis_1,3
nemeth07,5
rotor1,3
crystk02,3
deter3,3
mark3jac040,3
case9_b1_07,2
lp_scrs8,0
nemeth12,5
scrs8-2r_A_01,1
wang3,3
hydr1c_A_48,3
case9_b1_06,2
lpi_pang,3
graham1,3
lowThrust_3,5
t2d_q9_A_45,5
cell1,2
rdb450,1
inlet_E,3
freeFlyingRobot_6,3
oscil_dcop_20,1
Si5H12,5
lowThrust_12,5
dano3mip,3
TSOPF_FS_b9_c6_b,2
nemeth18,3
lp_scagr7,1
delf_A_23,3
lp_osa_60,1
oscil_dcop_45,2
oscil_dcop_18,3
optdigits_10NN,3
heart1,1
oscil_dcop_12,1
large_A_13,3
fd12,3
mhd3200a,3
lhr14c,3
nemeth10,5
nemeth22,4
hydr1c_A_59,3
case9_b1_05,2
benzene,5
scagr7-2b_A_2,1
cell2,2
oscil_dcop_34,1
large_A_21,3
hydr1c_A_30,3
lpi_pilot4i,3
hydr1c_A_61,3
hydr1c_A_45,3
large_A_02,3
t2d_q4_A_37,3
nemeth03,5
route,0
oscil_dcop_22,3
chipcool1,3
large_A_29,3
case9_b2_01,2
t2d_q4_A_23,3
nemeth06,5
tub100,4
impcol_d,3
c-50,3
powersim,2
rajat11,2
bips98_606,3
lp_pilot4,3
af23560,3
cavity21,3
t2d_q9_A_07,3
g7jac020sc,3
lhr07c,3
jan99jac040,2
gams10a,4
case9_b,2
c-32,5
lowThrust_7,5
t2d_q9_A_11,3
gams30am,2
delf_A_26,3
lp_scsd8,3
Na5,3
TSOPF_RS_b300_c1_b,3
t2d_q9_A_37,5
ww_vref_6405,3
lp_grow22,2
hydr1c_A_15,3
hydr1c_A_35,3
nd3k,1
lpi_cplex2,3
ex35,3
scrs8-2r_A_07,3
dtoc,3
s3rmt3m1,5
oscil_dcop_10,1
ge,3
bcsstk17,5
Dubcova1,5
thermal,5
ts-palko,1
t2d_q9_A_20,3
c-22,3
c-51,3
scsd8-2r_A_08,3
oscil_dcop_33,3
hydr1c_A_33,3
oscil_dcop_49,1
t2d_q9_A_29,3
west0156,4
large_A_10,3
viscoplastic1_C_7,2
garon2,3
t2d_q4_A_03,3
west0132,0
kineticBatchReactor_9,2
hydr1c_A_01,2
hangGlider_3,3
ex2,3
t2dah_e,5
t3dl_e,3
lp_standmps,3
bcsstm37,2
nemsemm2,3
saylr4,2
bayer04,3
s2rmq4m1,3
hydr1,3
jan99jac020,3
hor_131,3
delf_A_12,3
TSC_OPF_300,3
t2d_q4_A_02,3
large_A_09,3
hydr1c_A_71,3
t3dl,5
Zd_Jac3,3
oscil_dcop_15,1
lhr10,3
oscil_dcop_56,1
oscil_dcop_21,1
large_A_36,3
lp_beaconfd,3
hydr1c_A_39,3
ex15,5
hydr1c_A_70,3
s1rmq4m1,3
wm1,2
crystm01,5
oscil_dcop_35,1
Olivetti_norm_10NN,2
bcsstk07,3
OPF_6000,5
iris_dataset_30NN,3
bcsstk35,5
Fashion_MNIST_norm_10NN,3
Pd,0
t2d_q4_A_32,3
case9_A_09,5
t2d_q9_A_23,3
l9,3
circuit_2,2
bcsstk24,0
c-39,3
lp_scfxm1,3
lp_wood1p,3
mesh2e1,4
mbeacxc,3
gemat12,3
lp_dfl001,3
TSOPF_FS_b162_c1,5
LF10000_M,5
bcsstm38,3
coupled,3
t2d_q9_A_28,3
eurqsa,2
lpi_refinery,1
indianpines_10NN,3
psmigr_3,3
TSOPF_FS_b300_c1,3
lpi_qual,2
crystk03,3
ch,3
s3rmt3m3,5
std1_Jac3_db,3
CurlCurl_0,5
oscil_dcop_11,1
t2d_q9,3
lp_cre_b,3
rdist2,3
nemeth17,3
t2d_q4_A_38,3
case9_A_08,5
lp_tuff,3
deter5,3
rdb450l,3
t2d_q9_A_36,3
raefsky5,3
zeros_nopss_13k,3
t3dl_a,5
t2d_q9_A_14,3
bcsstk38,3
t3dl_B,3
hydr1c_A_37,3
delf_A_28,3
epb2,3
TSOPF_FS_b39_c7_b,2
scsd8-2r_A_04,2
t2d_q9_A_40,3
hydr1c_A_57,3
t2d_q9_A_18,3
oscil_dcop_03,3
lhr04,3
nl,3
t2d_q4_A_35,3
bcsstk18,3
sherman3,3
hydr1c_A_29,3
ted_B,5
USAir97,3
TSOPF_RS_b162_c4,3
c-33,2
ex12,5
Ill_Stokes,3
c-47,3
scfxm1-2b_A_1,3
mhd4800b,2
lowThrust_9,5
crystk01,3
case9_b1_09,2
c-25,3
large_A_24,3
cavity17,3
scrs8-2r_A_05,2
lp_stair,3
freeFlyingRobot_7,2
oscil_dcop_32,1
lpi_reactor,3
nemswrld,3
scrs8-2r_A_09,3
case9_A_06,5
stat96v4,4
lowThrust_8,5
hydr1c_A_68,3
t2dal_a,2
mnist_test_norm_10NN,3
circuit_3,3
viscoplastic1,2
t2d_q4_A_14,3
t2dal_B,3
bips07_3078,2
scrs8-2r_A_03,1
windtunnel_evap2d,3
beacxc,3
oscil_dcop_19,1
bfwb398,3
xingo3012_C,4
bratu3d,5
oscil_dcop_16,1
t2d_q4_A_33,3
TSOPF_FS_b9_c6,5
soc-sign-bitcoin-otc_Time,3
TSOPF_RS_b9_c6_b,3
cage10,3
kineticBatchReactor_2,3
smt,3
bips98_1142,3
hydr1c_A_76,3
large_A_14,3
rail_5177_B,2
hydr1c_A_17,3
case9_b1_02,2
plskz362,3
large_A_25,3
mark3jac060sc,3
west0479,3
cavity18,3
rdb3200l,2
co5,3
chipcool1_B,3
SiNa,3
fv2,5
TSOPF_RS_b162_c3_b,3
viscoplastic1_C_3,2
bcsstk37,5
tumorAntiAngiogenesis_5,3
case9_b1_08,2
hydr1c_A_10,3
case9_b2_10,2
gre_343,4
west0167,3
dw4096,2
lp_e226,4
lp_scorpion,3
mhd4800a,2
lowThrust_5,5
pde225,3
lpi_vol1,2
t2d_q9_A_21,5
scsd8-2r_A_03,1
fs_183_6,3
c-21,2
large_A_37,3
494_bus,3
case9_A_07,5
tumorAntiAngiogenesis_4,3
brainpc2,5
t2d_q4_A_06,5
oscil_dcop_57,3
garon1,3
gemat1,3
oscil_dcop_48,3
nopss_11k,2
hydr1c_A_53,3
aft01,5
sherman5,2
nmos3,3
case9_b1_01,2
cond-mat,3
bcsstm35,2
ABACUS_shell_md_E,3
TSOPF_RS_b678_c1_b,3
deter2,3
qpband,2
cbuckle,5
rail_5177_E,3
delf_A_15,3
oscil_dcop_44,1
deter6,3
scsd8-2r,5
nemeth09,5
fv3,5
t2d_q9_A_10,3
inlet_C,3
case9_A_10,5
t2d_q4_A_11,3
bcsstk25,5
large_A_11,3
ABACUS_shell_hd_K,5
c-48,3
bcsstm24,3
t2d_q4_A_13,3
M80PI_n,3
lpi_bgdbg1,2
descriptor_xingo6u,2
nemeth05,5
bodyy4,3
c-37,2
ncvxqp9,2
ted_A,3
hydr1c_A_34,3
oscil_dcop_50,1
lnsp3937,2
Zd_Jac6,3
hydr1c_A_07,3
flowmeter0,3
nemeth24,3
t2d_q9_A_25,3
t2d_q4_A_18,5
TSC_OPF_1047,3
meg4,2
gams10am,3
astro-ph,3
oscil_dcop_37,1
scrs8-2r_A_06,3
lowThrust_13,5
delf_A_36,3
freeFlyingRobot_15,2
oscil_dcop_14,1
TSOPF_FS_b162_c1_b,2
p010,3
hangGlider_1,3
freeFlyingRobot_14,2
fs_183_1,4
lp_sc205,1
e40r0100,3
vibrobox,3
str_600,3
Zd_Jac6_db,3
bcsstk22,4
Ecoli_10NN,3
t2d_q4_A_42,5
nemeth04,3
t2d_q9_A_42,3
gre_185,4
crystm02,5
hep-th,3
TSOPF_RS_b300_c2,3
scsd8-2b,2
bcsstk05,2
delf_A_33,3
lhr14,3
lp_standata,3
hydr1c_A_73,3
t2d_q9_A_27,3
delf_A_34,3
t2d_q4_A_45,5
hydr1c_A_56,3
beaflw,3
hangGlider_4,3
dynamicSoaringProblem_5,2
t2d_q9_A_06,3
t2d_q9_A_35,3
fxm2-16,2
delf_A_03,3
spmsrtls,5
lund_b,3
lp_vtp_base,3
ABACUS_shell_ud_M,5
nemeth11,3
rw5151,2
rat_A_2,3
scfxm1-2b_A_2,3
TSOPF_RS_b162_c4_b,2
lund_a,4
oscil_dcop_01,1
cz148,1
swang1,2
bips98_606_C,4
std1_Jac3,3
lhr17,3
bips07_1693_C,3
TSOPF_RS_b9_c6,2
hydr1c_A_69,3
Chebyshev1,4
t2d_q9_A_02,5
oscil_dcop_02,1
delf_A_10,3
cz10228,3
oscil_dcop_55,1
freeFlyingRobot_12,2
Pres_Poisson,5
inlet,3
hydr1c_A_42,3
rail_5177,3
nemeth08,5
lp_scsd6,4
psmigr_2,3
ABACUS_shell_ud_K,5
case9_A_12,5
lp_grow15,3
bloweybq,5
mbeause,3
cavity25,3
t2d_q4_A_28,3
hydr1c_A_40,3
beause,3
t2d_q9_A_08,5
lp_sc105,3
raefsky4,5
hydr1c_A_18,3
model10,3
case9_b1_11,2
poli_large,3
large_A_32,3
str_400,3
oscil_trans_01,1
lowThrust_11,5
bloweya,3
hydr1c_A_27,3
mark3jac060,3
nd6k,1
t2d_q9_A_38,5
bayer02,3
nemeth14,5
jan99jac020sc,3
raefsky2,3
hydr1c_A_67,3
t2dah,5
bcsstk06,3
hydr1c_A_54,3
viscoplastic1_C_6,2
dynamicSoaringProblem_8,2
hydr1c_A_12,3
str_0,3
Si10H16,3
impcol_a,3
TSOPF_FS_b39_c7,5
hydr1c_A_52,3
t2d_q9_A_13,3
delf_A_29,3
sinc18,3
LFAT5000_M,0
mcca,0
graphics,3
mult_dcop_01,1
sts4098,5
impcol_e,2
inlet_B,2
tuma2,2
Zd_Jac2_db,3
t2dal_bci_Aside,2
appu,3
tumorAntiAngiogenesis_6,2
west0381,3
large_A_22,2
case9_b1_12,2
chipcool0,3
hydr1c_A_22,3
c-27,3
t2d_q4_A_15,3
ex18,2
delf_A_11,3
saylr1,4
tumorAntiAngiogenesis_7,3
bcsstm25,2
lhr10c,3
case9_b2_07,2
lp_osa_30,1
lowThrust_6,5
gemat11,3
airfoil_2d,5
utm300,3
oscil_dcop_25,1
sts4098_b,2
rdb200,4
large_A_18,3
utm5940,3
rim,3
cvxqp3,3
t2d_q4_A_41,5
bcsstk03,0
scrs8-2r_A_08,3
bcsstk21,0
scsd8-2r_A_02,3
rdist1,3
mhd3200b,2
dermatology_5NN,3
oscil_dcop_39,1
raefsky1,3
rail_20209_B,3
co9,3
swang2,2
case9_A_04,5
c-49,3
robot,3
c-45,5
cz20468,3
lp_brandy,3
scrs8-2r_A_10,3
rajat14,4
lp_etamacro,3
M80PI_n_E,2
flowmeter5_B,2
large_A_03,3
gre_216b,2
c-24,2
stormg2-27,3
cq9,3
S80PI_n1,2
nemeth21,3
g7jac060,3
hydr1c_A_62,3
gas11,3
poisson2D,3
lhr11,3
large_A_33,2
hydr1c_A_31,3
ex11,3
TSOPF_RS_b678_c1,3
msc23052,5
cage7,3
c-35,3
hydr1c_A_28,3
c-38,3
case9_A_02,5
rajat03,2
rw496,0
nemeth19,3
3D_28984_Tetra,3
fd15,3
windscreen_M,5
ted_B_unscaled,5
kmnist_norm_10NN,3
nnc261,3
ck400,3
lpi_gosh,3
t2d_q4_A_19,5
bips07_3078_C,4
hydr1c_A_74,3
case9_b2_09,2
psse0,3
t2dal_bci_Atop,2
t2d_q4_A_08,5
cavity20,3
shermanACa,3
oscil_dcop_31,1
hydr1c_A_58,3
large_A_28,3
dynamicSoaringProblem_7,3
c-36,5
nasa4704,5
oscil_dcop_29,3
ulevimin,0
stokes64,5
bcsstm36,3
bips07_2476_C,2
t2d_q4_A_36,5
large_A_08,3
hydr1c_A_25,3
YaleA_10NN,4
coater2,3
delf_A_08,3
olafu,5
hydr1c_A_03,3
shyy41,3
bips98_1142_C,3
cavity04,3
large_A_35,3
sinc12,3
scsd8-2c_A_3,3
TSOPF_RS_b2052_c1,3
gyro_m,5
hydr1c_A_64,3
case9_A_03,5
scrs8-2r_A_02,4
t2d_q4_A_17,5
oscil_dcop_09,1
nemeth20,3
ABACUS_shell_md_K,5
case9_b2_08,2
bundle1,3
cz308,3
lp_stocfor3,3
shermanACb,3
cavity26,3
t2d_q4_A_01,3
large_A_06,3
c-34,3
hydr1c_A_05,3
car4,3
lp_capri,3
jan99jac060,3
bcsstm21,3
p0291,3
oscil_dcop_36,3
t2d_q9_A_05,3
c-23,3
viscoplastic1_C_5,2
delf_A_19,3
std1_Jac2,3
gyro,5
delf_A_05,3
bayer09,3
cdde6,3
adder_dcop_25,3
lp_fit2p,5
filter2D_E,1
extr1b,3
spaceShuttleEntry_3,3
west1505,3
adder_dcop_27,3
utm1700b,2
dw2048,3
cdde5,2
saylr3,3
adder_dcop_10,3
bcsstm13,3
small,3
Goodwin_013,3
extr1b_A_30,3
deter0,3
TS,3
bcsstm12,3
extr1b_A_10,3
lp_cycle,3
c-19,3
Binaryalphadigs_10NN,3
lhr02,3
adder_dcop_47,3
spaceShuttleEntry_4,3
S40PI_n1_E,3
ex4,3
sherman1,3
QRpivot_b,3
Maragal_4,3
bcsstk11,3
extr1b_A_12,3
dataset18mfeatmorphological_10NN,3
adder_dcop_57,3
scagr7-2c_A_3,3
orani678,3
ex6,3
fs_541_4,2
ex10,3
model9,3
b_dyn,4
scrs8-2b_A_1,3
ex7,3
lpi_bgindy,3
fs_541_3,3
g7jac010sc,3
adder_dcop_33,3
dynamicSoaringProblem_2,3
fs_541_1,2
small_A_01,3
hangGlider_2,3
extr1b_A_04,3
piston_E,3
utm3060,3
laser,3
adder_dcop_12,3
scrs8-2b_A_3,3
illc1033,3
rail_1357,3
extr1b_A_24,3
lowThrust_2,2
freeFlyingRobot_5,3
model8,3
lnsp_511,3
lp_modszk1,2
adder_dcop_11,3
adder_dcop_55,3
adder_dcop_09,3
lp_greenbea,3
extr1b_A_15,3
small_A_15,3
init_adder1,3
b2_ss,3
adder_dcop_16,3
ex33,2
Sieber,2
ex24,3
semeion_10NN,3
adder_dcop_21,3
bayer08,2
scagr7-2c,3
cep1,2
adder_dcop_39,3
plddb_A_10,3
LeGresley_2508,3
nasa1824,3
extr1b_A_16,3
bp_1200,3
extr1b_A_26,3
extr1b_A_35,3
adder_dcop_48,3
scrs8-2b_A_2,1
extr1b_A_01,3
g7jac010,3
lp_osa_14,1
extr1b_A_29,3
adder_dcop_14,3
plddb_A_12,3
dataset20mfeatpixel_10NN,3
photogrammetry,2
model3,3
slptsk,3
adder_dcop_42,3
ex28,3
cavity14,2
cdde1,3
extr1b_A_31,3
fxm2-6,2
extr1b_A_27,3
scrs8-2c_A_1,1
adder_dcop_51,3
ex23,3
small_A_04,3
reorientation_4,3
bayer06,2
adder_dcop_45,3
extr1b_A_32,3
plsk1919,3
rail_1357_E,3
adder_dcop_19,3
piston_M,3
dynamicSoaringProblem_3,2
bp_0,3
adder_trans_02,3
M40PI_n1,3
extr1b_A_08,3
dataset16mfeatkarhunen_10NN,3
dw256A,3
gams60am,3
bcsstm23,3
adder_dcop_41,3
adder_dcop_28,3
spaceStation_11,3
bcsstk14,3
bp_800,3
adder_dcop_50,3
model6,3
extr1b_A_37,3
bcsstk23,3
small_A_05,3
bcsstm26,4
small_A_13,3
small_A_16,3
extr1b_A_07,3
adder_dcop_54,3
adder_dcop_40,3
adder_dcop_46,3
adder_dcop_60,3
reorientation_3,3
piston,3
TS_b,3
extr1b_A_17,3
adder_dcop_56,3
adder_dcop_07,3
scagr7-2c_A_2,1
cavity11,3
scrs8-2b,2
c-18,4
wang2,2
plantstexture_10NN,3
reorientation_5,3
freeFlyingRobot_3,2
extr1b_A_06,3
extr1b_A_03,3
lp_pilot,3
well1850,2
qh882,1
M20PI_n_E,4
dwb512,3
adder_dcop_65,3
plddb_A_03,3
plddb_A_01,3
adder_dcop_29,3
adder_dcop_43,3
plddb_A_06,2
ex13,2
bp_600,3
S20PI_n1_E,3
msc01440,3
extr1b_A_44,3
adder_dcop_34,3
pde2961,2
extr1b_A_42,3
l30,3
kineticBatchReactor_1,2
extr1b_A_34,3
scrs8-2c_A_3,1
orsreg_1,2
adder_dcop_05,3
adder_dcop_59,3
bcsstk02,3
lp_agg2,3
adder_dcop_02,3
ex10hs,3
olm1000,3
iprob,3
adder_dcop_24,3
west0655,0
lp_scsd1,1
S20PI_n1,3
cdde4,3
Maragal_3,3
adder_dcop_44,3
adder_dcop_03,3
cz2548,3
adder_dcop_69,3
Plants_10NN,3
extr1b_A_02,3
zenios,3
685_bus,3
662_bus,3
filter2D_B,3
extr1b_A_05,3
gen4,4
Chebyshev2,3
bcsstk26,3
cavity15,2
c-20,3
lp_gfrd_pnc,3
epb0,3
bcsstm11,2
scrs8-2c,2
lpi_gran,3
watt_1,3
west0989,3
wang1,2
S20PI_n_E,1
adder_dcop_58,3
watt_2,3
adder_dcop_17,3
qh1484,0
stat96v5,3
west2021,3
small_A_08,3
S20PI_n,3
plddb_A_02,2
lpi_cplex1,0
pores_3,2
M40PI_n,2
S40PI_n1,3
fs_680_3,0
extr1b_A_22,3
plddb,3
t2dal_E,3
qiulp,3
MISKnowledgeMap,3
adder_dcop_22,3
small_A_07,2
extr1b_A_36,3
ex36,3
adder_dcop_64,3
dataset12mfeatfactors_10NN,3
reorientation_2,3
plddb_A_08,3
nnc1374,3
small_A_03,3
meg1,3
extr1b_A_28,3
small_A_17,3
small_A_14,3
plat1919,3
lp_stocfor2,3
cryg2500,2
adder_dcop_23,3
lp_agg3,3
lp_maros_r7,3
cavity12,3
cavity10,3
bcsstk12,3
scrs8-2c_A_4,2
spaceStation_13,2
ex8,3
well1033,3
scrs8-2c_A_5,2
lung1,3
pde900,2
dw1024,3
heart2,1
extr1b_A_25,3
nemspmm2,3
adder_dcop_67,3
extr1b_A_39,3
adder_dcop_32,3
dw256B,3
small_A_12,3
extr1b_A_09,3
adder_dcop_18,3
scagr7-2c_A_1,1
plddb_A_09,3
