Id	Name	Group	Rows	Cols	Nonzeros 	Kind	Date	Download File
1978	GL6_D_6	JGD_GL6	469	201	2,526	Combinatorial Problem	2008	
621	lp_etamacro	LPnetlib	400	816	2,537	Linear Programming Problem		
704	lpi_bgetam	LPnetlib	400	816	2,537	Linear Programming Problem	1993	
100	can_292	HB	292	292	2,540	Structural Problem	1981	
2358	M20PI_n1	Rommes	1,028	1,028	2,547	Eigenvalue/Model Reduction Problem	2010	
2366	S20PI_n1	Rommes	1,028	1,028	2,547	Eigenvalue/Model Reduction Problem	2010	
1635	rdb450l	Bai	450	450	2,580	Computational Fluid Dynamics Problem	1994	
1634	rdb450	Bai	450	450	2,580	Computational Fluid Dynamics Problem	1994	
728	lpi_reactor	LPnetlib	318	808	2,591	Linear Programming Problem	1993	
1677	gams60am	Meszaros	714	1,071	2,607	Linear Programming Problem	2004	
634	lp_grow7	LPnetlib	140	301	2,612	Linear Programming Problem	1983	
1465	Erdos971	Pajek	472	472	2,628	Undirected Graph	2006	
1172	Harvard500	MathWorks	500	500	2,636	Directed Graph	2002	
212	mcca	HB	180	180	2,659	2D/3D Problem	1985	
2749	tumorAntiAngiogenesis_2	VDOL	305	305	2,699	Optimal Control Problem	2015	
203	lshp_406	HB	406	406	2,716	Thermal Problem	1978	
670	lp_scfxm1	LPnetlib	330	600	2,732	Linear Programming Problem	1981	
623	lp_finnis	LPnetlib	497	1,064	2,760	Linear Programming Problem	1989	
1467	Erdos981	Pajek	485	485	2,762	Undirected Graph	2006	
620	lp_e226	LPnetlib	223	472	2,768	Linear Programming Problem		
929	problem1	FEMLAB	415	415	2,779	2D/3D Problem	2003	
193	lnsp_511	HB	511	511	2,796	Computational Fluid Dynamics Problem	1982	
190	lns_511	HB	511	511	2,796	Computational Fluid Dynamics Problem	1982	
269	west0655	HB	655	655	2,808	Chemical Process Simulation Problem	1983	
1732	nemsafm	Meszaros	334	2,348	2,826	Linear Programming Problem	2004	
1469	Erdos991	Pajek	492	492	2,834	Undirected Graph	2006	
307	ck400	Bai	400	400	2,860	2D/3D Problem	1986	
598	lp_agg	LPnetlib	488	615	2,862	Linear Programming Problem	1988	
2206	Trefethen_200b	JGD_Trefethen	199	199	2,873	Combinatorial Problem	2008	
2362	M20PI_n	Rommes	1,182	1,182	2,881	Eigenvalue/Model Reduction Problem	2010	
2370	S20PI_n	Rommes	1,182	1,182	2,881	Eigenvalue/Model Reduction Problem	2010	
2207	Trefethen_200	JGD_Trefethen	200	200	2,890	Combinatorial Problem	2008	
2718	orbitRaising_1	VDOL	442	442	2,906	Optimal Control Problem	2015	
275	wm1	HB	207	277	2,909	Economic Problem	1982	
295	bfwb398	Bai	398	398	2,910	Electromagnetics Problem	1994	
98	can_256	HB	256	256	2,916	Structural Problem	1981	
725	lpi_pang	LPnetlib	361	741	2,933	Linear Programming Problem	1993	
1627	qh768	Bai	768	768	2,934	Power Network Problem	1994	
276	wm2	HB	207	260	2,942	Economic Problem	1982	
277	wm3	HB	207	260	2,948	Economic Problem	1982	
2193	D_11	JGD_SL6	169	461	2,952	Combinatorial Problem	2008	
124	dwt_361	HB	361	361	2,953	Structural Problem	1980	
2066	mk12-b1	JGD_Homology	1,485	66	2,970	Combinatorial Problem	2008	
1923	bibd_12_4	JGD_BIBD	66	495	2,970	Combinatorial Problem	2008	
2869	Glass_10NN	ML_Graph	214	214	2,986	Undirected Weighted Graph	2020	
2035	ch7-9-b1	JGD_Homology	1,512	63	3,024	Combinatorial Problem	2008	
1722	model1	Meszaros	362	798	3,028	Linear Programming Problem	2004	
2084	n2c6-b9	JGD_Homology	306	1,470	3,060	Combinatorial Problem	2008	
255	str_200	HB	363	363	3,068	Subsequent Optimization Problem	1978	
99	can_268	HB	268	268	3,082	Structural Problem	1981	
908	cage7	vanHeukelum	340	340	3,084	Directed Weighted Graph	2003	
73	bcsstm23	HB	3,134	3,134	3,134	Structural Problem	1984	
42	bcsstk20	HB	485	485	3,135	Structural Problem	1984	
2040	ch8-8-b1	JGD_Homology	1,568	64	3,136	Combinatorial Problem	2008	
824	utm300	TOKAMAK	300	300	3,155	Electromagnetics Problem	1996	
126	dwt_492	HB	492	492	3,156	Structural Problem	1980	
256	str_400	HB	363	363	3,157	Subsequent Optimization Problem	1978	
644	lp_modszk1	LPnetlib	687	1,620	3,168	Linear Programming Problem	1994	
2560	cz308	CPM	308	308	3,182	2D/3D Problem	2012	
471	G11	Gset	800	800	3,200	Undirected Weighted Random Graph	1996	
473	G13	Gset	800	800	3,200	Undirected Weighted Random Graph	1996	
472	G12	Gset	800	800	3,200	Undirected Weighted Random Graph	1996	
1824	small	Meszaros	677	1,400	3,207	Linear Programming Problem Sequence	2004	
123	dwt_346	HB	346	346	3,226	Structural Problem	1980	
692	lp_standata	LPnetlib	359	1,274	3,230	Linear Programming Problem		
1939	bibd_81_2	JGD_BIBD	3,240	3,240	3,240	Combinatorial Problem	2008	
4	685_bus	HB	685	685	3,249	Power Network Problem	1985	
222	nos6	HB	675	675	3,255	2D/3D Problem	1982	
82	bp_0	HB	822	822	3,276	Optimization Problem Sequence	1978	
257	str_600	HB	363	363	3,279	Subsequent Optimization Problem	1978	
674	lp_scrs8	LPnetlib	490	1,275	3,288	Linear Programming Problem	1981
693	lp_standgub	LPnetlib	361	1,383	3,338	Linear Programming Problem	1989	
328	qh882	Bai	882	882	3,354	Power Network Problem	1994	
1618	dwg961a	Bai	961	961	3,405	Electromagnetics Problem	1996	
602	lp_beaconfd	LPnetlib	173	295	3,408	Linear Programming Problem		
1820	nsic	Meszaros	465	897	3,449	Linear Programming Problem Sequence	2004	
234	pores_3	HB	532	532	3,474	Computational Fluid Dynamics Problem	1980	
2691	hangGlider_1	VDOL	360	360	3,477	Optimal Control Problem	2015	
114	dwt_193	HB	193	193	3,493	Structural Problem	1980	
128	dwt_512	HB	512	512	3,502	Structural Problem	1980	
270	west0989	HB	989	989	3,518	Chemical Process Simulation Problem	1983	
1637	tols1090	Bai	1,090	1,090	3,546	Computational Fluid Dynamics Problem	1991	
683	lp_shell	LPnetlib	536	1,777	3,558	Linear Programming Problem	1978	
74	bcsstm24	HB	3,562	3,562	3,562	Structural Problem	1984	
125	dwt_419	HB	419	419	3,563	Structural Problem	1980	
71	bcsstm21	HB	3,600	3,600	3,600	Structural Problem	1984	
2429	L	AG-Monien	956	956	3,640	2D/3D Problem	1998	
26	bcsstk04	HB	132	132	3,648	Structural Problem	1982	
292	bfwa398	Bai	398	398	3,678	Electromagnetics Problem	1994	
1346	rajat19	Rajat	1,157	1,157	3,699	Circuit Simulation Problem	2006	
2431	stufe	AG-Monien	1,036	1,036	3,736	2D/3D Problem	1998	
242	sherman1	HB	1,000	1,000	3,750	Computational Fluid Dynamics Problem	1984	
240	saylr3	HB	1,000	1,000	3,750	Computational Fluid Dynamics Problem	1984	
2074	mk9-b3	JGD_Homology	945	1,260	3,780	Combinatorial Problem	2008	
2073	mk9-b2	JGD_Homology	1,260	378	3,780	Combinatorial Problem	2008	
245	sherman4	HB	1,104	1,104	3,786	Computational Fluid Dynamics Problem	1984	
87	bp_200	HB	822	822	3,802	Subsequent Optimization Problem	1978	
1894	QRpivot	MathWorks	660	749	3,808	Counter Example Problem	2008	
101	can_445	HB	445	445	3,809	Structural Problem	1981	
1733	nemscem	Meszaros	651	1,712	3,840	Linear Programming Problem	2004	
694	lp_standmps	LPnetlib	467	1,274	3,878	Linear Programming Problem	1989	
308	ck656	Bai	656	656	3,884	2D/3D Problem	1986	
204	lshp_577	HB	577	577	3,889	Thermal Problem	1978	
450	b2_ss	Grund	1,089	1,089	3,895	Chemical Process Simulation Problem	1997	
2750	tumorAntiAngiogenesis_3	VDOL	410	410	3,952	Optimal Control Problem	2015	
280	young3c	HB	841	841	3,988	Acoustics Problem	1984	
2125	n4c6-b2	JGD_Homology	1,330	210	3,990	Combinatorial Problem	2008	
2049	cis-n4c6-b2	JGD_Homology	1,330	210	3,990	Combinatorial Problem	2008	
319	olm1000	Bai	1,000	1,000	3,996	Computational Fluid Dynamics Problem	1994	
338	tub1000	Bai	1,000	1,000	3,996	Computational Fluid Dynamics Problem	1994	
691	lp_stair	LPnetlib	356	614	4,003	Linear Programming Problem		
88	bp_400	HB	822	822	4,028	Subsequent Optimization Problem	1978	
216	nnc666	HB	666	666	4,032	2D/3D Problem	1982	
1	1138_bus	HB	1,138	1,138	4,054	Power Network Problem	1985	
2407	celegans_metabolic	Arenas	453	453	4,065	Undirected Multigraph	2005	
281	young4c	HB	841	841	4,089	Acoustics Problem	1984	
279	young2c	HB	841	841	4,089	Duplicate Acoustics Problem	1984	
278	young1c	HB	841	841	4,089	Acoustics Problem	1984	
218	nos2	HB	957	957	4,137	Structural Problem	1982	
451	b_dyn	Grund	1,089	1,089	4,144	Chemical Process Simulation Problem	1997	
89	bp_600	HB	822	822	4,172	Subsequent Optimization Problem	1978	
167	hor_131	HB	434	434	4,182	Directed Weighted Graph	1983	
617	lp_degen2	LPnetlib	444	757	4,201	Linear Programming Problem	1989	
795	lp_nug07	Qaplib	602	931	4,214	Linear Programming Problem	1995	
1946	TF12	JGD_Forest	488	552	4,231	Combinatorial Problem	2008	
1529	USAir97	Pajek	332	332	4,252	Undirected Weighted Graph	1997	
1207	t2dal_e	Oberwolfach	4,257	4,257	4,257	Duplicate Model Reduction Problem	2004	
148	fs_541_4	HB	541	541	4,273	Subsequent 2D/3D Problem	1978	
146	fs_541_2	HB	541	541	4,282	Subsequent 2D/3D Problem	1978	
145	fs_541_1	HB	541	541	4,282	2D/3D Problem Sequence	1978	
147	fs_541_3	HB	541	541	4,282	Subsequent 2D/3D Problem	1978	
676	lp_scsd6	LPnetlib	147	1,350	4,316	Linear Programming Problem	1981	
406	ex1	FIDAP	216	216	4,317	Computational Fluid Dynamics Problem	1994	
2021	ch6-6-b5	JGD_Homology	720	4,320	4,320	Combinatorial Problem	2008	
2552	N_biocarta	Schulthess	1,922	1,996	4,335	Biochemical Network	2012	
1981	GL6_D_9	JGD_GL6	340	545	4,349	Combinatorial Problem	2008	
24	bcsstk02	HB	66	66	4,356	Structural Problem	1982	
1885	Maragal_2	NYPA	555	350	4,357	Least Squares Problem	2008	
325	pde900	Bai	900	900	4,380	2D/3D Problem	1982	
685	lp_ship04s	LPnetlib	402	1,506	4,400	Linear Programming Problem		
1511	NotreDame_yeast	Barabasi	2,114	2,114	4,480	Undirected Graph	2001	
1757	qiulp	Meszaros	1,192	1,900	4,492	Linear Programming Problem	2004	
90	bp_800	HB	822	822	4,534	Subsequent Optimization Problem	1978	
2867	Ecoli_10NN	ML_Graph	336	336	4,560	Undirected Weighted Graph	2020	
699	lp_tuff	LPnetlib	333	628	4,561	Linear Programming Problem	1989	
1968	IG5-9	JGD_G5	342	540	4,570	Combinatorial Problem	2008	
2751	tumorAntiAngiogenesis_4	VDOL	455	455	4,593	Optimal Control Problem	2015	
2754	tumorAntiAngiogenesis_7	VDOL	475	475	4,597	Optimal Control Problem	2015	
223	nos7	HB	729	729	4,617	2D/3D Problem	1982	
1922	bibd_11_5	JGD_BIBD	55	462	4,620	Combinatorial Problem	2008	
1636	rdb800l	Bai	800	800	4,640	Computational Fluid Dynamics Problem	1994	
1717	l9	Meszaros	244	1,483	4,659	Linear Programming Problem	2004	
83	bp_1000	HB	822	822	4,661	Subsequent Optimization Problem	1978	
2208	Trefethen_300	JGD_Trefethen	300	300	4,678	Combinatorial Problem	2008	
305	cdde6	Bai	961	961	4,681	Subsequent Computational Fluid Dynamics Problem	1992	
304	cdde5	Bai	961	961	4,681	Subsequent Computational Fluid Dynamics Problem	1992	
303	cdde4	Bai	961	961	4,681	Subsequent Computational Fluid Dynamics Problem	1992	
302	cdde3	Bai	961	961	4,681	Subsequent Computational Fluid Dynamics Problem	1992	
301	cdde2	Bai	961	961	4,681	Subsequent Computational Fluid Dynamics Problem	1992	
300	cdde1	Bai	961	961	4,681	Computational Fluid Dynamics Problem Sequence	1992	
2752	tumorAntiAngiogenesis_5	VDOL	460	460	4,690	Optimal Control Problem	2015	
169	illc1033	HB	1,033	320	4,719	Least Squares Problem	1979	
2764	mycielskian8	Mycielski	191	191	4,720	Undirected Graph	2018	
2060	mk10-b4	JGD_Homology	945	4,725	4,725	Combinatorial Problem	2008	
84	bp_1200	HB	822	822	4,726	Subsequent Optimization Problem	1978	
260	well1033	HB	1,033	320	4,732	Least Squares Problem	1979	
599	lp_agg2	LPnetlib	516	758	4,740	Linear Programming Problem	1988	
600	lp_agg3	LPnetlib	516	758	4,756	Linear Programming Problem	1988	
2755	tumorAntiAngiogenesis_8	VDOL	490	490	4,776	Optimal Control Problem	2015	
85	bp_1400	HB	822	822	4,790	Subsequent Optimization Problem	1978	
2753	tumorAntiAngiogenesis_6	VDOL	465	465	4,795	Optimal Control Problem	2015	
693	lp_standgub	LPnetlib	361	1,383	3,338	Linear Programming Problem	1989	
328	qh882	Bai	882	882	3,354	Power Network Problem	1994	
1618	dwg961a	Bai	961	961	3,405	Electromagnetics Problem	1996	
602	lp_beaconfd	LPnetlib	173	295	3,408	Linear Programming Problem		
1820	nsic	Meszaros	465	897	3,449	Linear Programming Problem Sequence	2004	
234	pores_3	HB	532	532	3,474	Computational Fluid Dynamics Problem	1980	
2691	hangGlider_1	VDOL	360	360	3,477	Optimal Control Problem	2015	
114	dwt_193	HB	193	193	3,493	Structural Problem	1980	
128	dwt_512	HB	512	512	3,502	Structural Problem	1980	
270	west0989	HB	989	989	3,518	Chemical Process Simulation Problem	1983	
1637	tols1090	Bai	1,090	1,090	3,546	Computational Fluid Dynamics Problem	1991	
683	lp_shell	LPnetlib	536	1,777	3,558	Linear Programming Problem	1978	
74	bcsstm24	HB	3,562	3,562	3,562	Structural Problem	1984	
125	dwt_419	HB	419	419	3,563	Structural Problem	1980	
71	bcsstm21	HB	3,600	3,600	3,600	Structural Problem	1984	
2429	L	AG-Monien	956	956	3,640	2D/3D Problem	1998	
26	bcsstk04	HB	132	132	3,648	Structural Problem	1982	
292	bfwa398	Bai	398	398	3,678	Electromagnetics Problem	1994	
1346	rajat19	Rajat	1,157	1,157	3,699	Circuit Simulation Problem	2006	
2431	stufe	AG-Monien	1,036	1,036	3,736	2D/3D Problem	1998	
242	sherman1	HB	1,000	1,000	3,750	Computational Fluid Dynamics Problem	1984	
240	saylr3	HB	1,000	1,000	3,750	Computational Fluid Dynamics Problem	1984	
2074	mk9-b3	JGD_Homology	945	1,260	3,780	Combinatorial Problem	2008	
2073	mk9-b2	JGD_Homology	1,260	378	3,780	Combinatorial Problem	2008	
245	sherman4	HB	1,104	1,104	3,786	Computational Fluid Dynamics Problem	1984	
87	bp_200	HB	822	822	3,802	Subsequent Optimization Problem	1978	
1894	QRpivot	MathWorks	660	749	3,808	Counter Example Problem	2008	
101	can_445	HB	445	445	3,809	Structural Problem	1981	
1733	nemscem	Meszaros	651	1,712	3,840	Linear Programming Problem	2004	
694	lp_standmps	LPnetlib	467	1,274	3,878	Linear Programming Problem	1989	
308	ck656	Bai	656	656	3,884	2D/3D Problem	1986	
204	lshp_577	HB	577	577	3,889	Thermal Problem	1978	
450	b2_ss	Grund	1,089	1,089	3,895	Chemical Process Simulation Problem	1997	
2750	tumorAntiAngiogenesis_3	VDOL	410	410	3,952	Optimal Control Problem	2015	
280	young3c	HB	841	841	3,988	Acoustics Problem	1984	
2125	n4c6-b2	JGD_Homology	1,330	210	3,990	Combinatorial Problem	2008	
2049	cis-n4c6-b2	JGD_Homology	1,330	210	3,990	Combinatorial Problem	2008	
319	olm1000	Bai	1,000	1,000	3,996	Computational Fluid Dynamics Problem	1994	
338	tub1000	Bai	1,000	1,000	3,996	Computational Fluid Dynamics Problem	1994	
691	lp_stair	LPnetlib	356	614	4,003	Linear Programming Problem		
88	bp_400	HB	822	822	4,028	Subsequent Optimization Problem	1978	
216	nnc666	HB	666	666	4,032	2D/3D Problem	1982	
1	1138_bus	HB	1,138	1,138	4,054	Power Network Problem	1985	
2407	celegans_metabolic	Arenas	453	453	4,065	Undirected Multigraph	2005	
281	young4c	HB	841	841	4,089	Acoustics Problem	1984	
279	young2c	HB	841	841	4,089	Duplicate Acoustics Problem	1984	
278	young1c	HB	841	841	4,089	Acoustics Problem	1984	
218	nos2	HB	957	957	4,137	Structural Problem	1982	
451	b_dyn	Grund	1,089	1,089	4,144	Chemical Process Simulation Problem	1997	
89	bp_600	HB	822	822	4,172	Subsequent Optimization Problem	1978	
167	hor_131	HB	434	434	4,182	Directed Weighted Graph	1983	
617	lp_degen2	LPnetlib	444	757	4,201	Linear Programming Problem	1989	
795	lp_nug07	Qaplib	602	931	4,214	Linear Programming Problem	1995	
1946	TF12	JGD_Forest	488	552	4,231	Combinatorial Problem	2008	
1529	USAir97	Pajek	332	332	4,252	Undirected Weighted Graph	1997	
1207	t2dal_e	Oberwolfach	4,257	4,257	4,257	Duplicate Model Reduction Problem	2004	
148	fs_541_4	HB	541	541	4,273	Subsequent 2D/3D Problem	1978	
146	fs_541_2	HB	541	541	4,282	Subsequent 2D/3D Problem	1978	
145	fs_541_1	HB	541	541	4,282	2D/3D Problem Sequence	1978	
147	fs_541_3	HB	541	541	4,282	Subsequent 2D/3D Problem	1978	
676	lp_scsd6	LPnetlib	147	1,350	4,316	Linear Programming Problem	1981	
406	ex1	FIDAP	216	216	4,317	Computational Fluid Dynamics Problem	1994	
2021	ch6-6-b5	JGD_Homology	720	4,320	4,320	Combinatorial Problem	2008	
2552	N_biocarta	Schulthess	1,922	1,996	4,335	Biochemical Network	2012	
1981	GL6_D_9	JGD_GL6	340	545	4,349	Combinatorial Problem	2008	
24	bcsstk02	HB	66	66	4,356	Structural Problem	1982	
1885	Maragal_2	NYPA	555	350	4,357	Least Squares Problem	2008	
325	pde900	Bai	900	900	4,380	2D/3D Problem	1982	
685	lp_ship04s	LPnetlib	402	1,506	4,400	Linear Programming Problem		
1511	NotreDame_yeast	Barabasi	2,114	2,114	4,480	Undirected Graph	2001	
1757	qiulp	Meszaros	1,192	1,900	4,492	Linear Programming Problem	2004	
90	bp_800	HB	822	822	4,534	Subsequent Optimization Problem	1978	
2867	Ecoli_10NN	ML_Graph	336	336	4,560	Undirected Weighted Graph	2020	
699	lp_tuff	LPnetlib	333	628	4,561	Linear Programming Problem	1989	
1968	IG5-9	JGD_G5	342	540	4,570	Combinatorial Problem	2008	
2751	tumorAntiAngiogenesis_4	VDOL	455	455	4,593	Optimal Control Problem	2015	
2754	tumorAntiAngiogenesis_7	VDOL	475	475	4,597	Optimal Control Problem	2015	
223	nos7	HB	729	729	4,617	2D/3D Problem	1982	
1922	bibd_11_5	JGD_BIBD	55	462	4,620	Combinatorial Problem	2008	
1636	rdb800l	Bai	800	800	4,640	Computational Fluid Dynamics Problem	1994	
1717	l9	Meszaros	244	1,483	4,659	Linear Programming Problem	2004	
83	bp_1000	HB	822	822	4,661	Subsequent Optimization Problem	1978	
2208	Trefethen_300	JGD_Trefethen	300	300	4,678	Combinatorial Problem	2008	
305	cdde6	Bai	961	961	4,681	Subsequent Computational Fluid Dynamics Problem	1992	
304	cdde5	Bai	961	961	4,681	Subsequent Computational Fluid Dynamics Problem	1992	
303	cdde4	Bai	961	961	4,681	Subsequent Computational Fluid Dynamics Problem	1992	
302	cdde3	Bai	961	961	4,681	Subsequent Computational Fluid Dynamics Problem	1992	
301	cdde2	Bai	961	961	4,681	Subsequent Computational Fluid Dynamics Problem	1992	
300	cdde1	Bai	961	961	4,681	Computational Fluid Dynamics Problem Sequence	1992	
2752	tumorAntiAngiogenesis_5	VDOL	460	460	4,690	Optimal Control Problem	2015	
169	illc1033	HB	1,033	320	4,719	Least Squares Problem	1979	
2764	mycielskian8	Mycielski	191	191	4,720	Undirected Graph	2018	
2060	mk10-b4	JGD_Homology	945	4,725	4,725	Combinatorial Problem	2008	
84	bp_1200	HB	822	822	4,726	Subsequent Optimization Problem	1978	
260	well1033	HB	1,033	320	4,732	Least Squares Problem	1979	
599	lp_agg2	LPnetlib	516	758	4,740	Linear Programming Problem	1988	
600	lp_agg3	LPnetlib	516	758	4,756	Linear Programming Problem	1988	
2755	tumorAntiAngiogenesis_8	VDOL	490	490	4,776	Optimal Control Problem	2015	
85	bp_1400	HB	822	822	4,790	Subsequent Optimization Problem	1978	
2753	tumorAntiAngiogenesis_6	VDOL	465	465	4,795	Optimal Control Problem	2015	
2111	n4c5-b3	JGD_Homology	1,350	455	5,400	Combinatorial Problem	2008	
1442	rail_1357	Oberwolfach	1,357	1,357	8,985	Model Reduction Problem	2002	
2744	spaceStation_11	VDOL	1,364	1,364	18,954	Optimal Control Problem	2015	
2100	n3c6-b3	JGD_Homology	1,365	455	5,460	Combinatorial Problem	2008	
2078	n2c6-b3	JGD_Homology	1,365	455	5,460	Combinatorial Problem	2008	
214	nnc1374	HB	1,374	1,374	8,588	2D/3D Problem	1982	
181	jagmesh6	HB	1,377	1,377	8,993	2D/3D Problem	1978	
1895	photogrammetry	Luong	1,388	390	11,816	Computer Graphics/Vision Problem	2008	
2857	Binaryalphadigs_10NN	ML_Graph	1,404	1,404	19,392	Undirected Weighted Graph	2020	
420	ex23	FIDAP	1,409	1,409	42,760	Computational Fluid Dynamics Problem	1994	
2745	spaceStation_12	VDOL	1,410	1,410	19,728	Optimal Control Problem	2015	
2731	spaceShuttleEntry_2	VDOL	1,428	1,428	24,073	Optimal Control Problem	2015	
1446	spiral	Oberwolfach	1,434	1,434	18,228	Model Reduction Problem	2006	
359	msc01440	Boeing	1,440	1,440	44,998	Structural Problem	1995	
179	jagmesh4	HB	1,440	1,440	9,504	2D/3D Problem	1978	
654	lp_pilot	LPnetlib	1,441	4,860	44,375	Linear Programming Problem	1989	
18	bcspwr06	HB	1,454	1,454	5,300	Power Network Problem	1981	
2083	n2c6-b8	JGD_Homology	1,470	3,990	13,230	Combinatorial Problem	2008	
66	bcsstm11	HB	1,473	1,473	1,473	Structural Problem	1982	
34	bcsstk12	HB	1,473	1,473	34,241	Duplicate Structural Problem	1982	
33	bcsstk11	HB	1,473	1,473	34,241	Structural Problem	1982	
67	bcsstm12	HB	1,473	1,473	19,659	Structural Problem	1982	
734	lhr01	Mallya	1,477	1,477	18,427	Chemical Process Simulation Problem	1994	
680	lp_sctap3	LPnetlib	1,480	3,340	9,734	Linear Programming Problem	1981	
1626	qh1484	Bai	1,484	1,484	6,110	Power Network Problem	1994	
2892	yeast_30NN	ML_Graph	1,484	1,484	62,350	Undirected Weighted Graph	2020	
2066	mk12-b1	JGD_Homology	1,485	66	2,970	Combinatorial Problem	2008	
2402	polblogs	Newman	1,490	1,490	19,025	Directed Multigraph	2005	
864	comsol	Langemyr	1,500	1,500	97,645	Structural Problem	2002	
618	lp_degen3	LPnetlib	1,503	2,604	25,432	Linear Programming Problem	1989	
271	west1505	HB	1,505	1,505	5,414	Chemical Process Simulation Problem	1983	
2035	ch7-9-b1	JGD_Homology	1,512	63	3,024	Combinatorial Problem	2008	
1803	fxm2-6	Meszaros	1,520	2,845	12,812	Linear Programming Problem	2004	
1793	cep1	Meszaros	1,521	4,769	8,233	Linear Programming Problem	2004	
2767	mycielskian11	Mycielski	1,535	1,535	134,710	Undirected Graph	2018	
1788	gen4	Meszaros	1,537	4,298	107,103	Linear Programming Problem	2004	
1483	GD06_Java	Pajek	1,538	1,538	8,032	Directed Graph	2006	
2723	reorientation_2	VDOL	1,544	1,544	17,910	Optimal Control Problem	2015	
1754	primagaz	Meszaros	1,554	10,836	21,665	Linear Programming Problem	2004	
196	lshp1561	HB	1,561	1,561	10,681	Thermal Problem	1978	
1751	pcb1000	Meszaros	1,565	2,820	20,463	Linear Programming Problem	2004	
2040	ch8-8-b1	JGD_Homology	1,568	64	3,136	Combinatorial Problem	2008	
2401	netscience	Newman	1,589	1,589	5,484	Undirected Weighted Graph	2006	
2666	dynamicSoaringProblem_2	VDOL	1,591	1,591	15,588	Optimal Control Problem	2015	
2884	semeion_10NN	ML_Graph	1,593	1,593	22,226	Undirected Weighted Graph	2020	
2883	plantstexture_10NN	ML_Graph	1,599	1,599	21,204	Undirected Weighted Graph	2020	
2881	Plants_10NN	ML_Graph	1,600	1,600	21,930	Undirected Weighted Graph	2020	
2882	plantsmargin_12NN	ML_Graph	1,600	1,600	25,482	Undirected Weighted Graph	2020	
434	ex4	FIDAP	1,601	1,601	31,849	Computational Fluid Dynamics Problem	1994	
1724	model3	Meszaros	1,609	4,578	23,974	Linear Programming Problem	2004	
19	bcspwr07	HB	1,612	1,612	5,824	Power Network Problem	1981	
2746	spaceStation_13	VDOL	1,617	1,617	23,649	Optimal Control Problem	2015	
20	bcspwr08	HB	1,624	1,624	6,050	Power Network Problem	1981	
438	ex7	FIDAP	1,633	1,633	46,626	Computational Fluid Dynamics Problem	1994	
2747	spaceStation_14	VDOL	1,640	1,640	24,324	Optimal Control Problem	2015	
2692	hangGlider_2	VDOL	1,647	1,647	14,754	Optimal Control Problem	2015	
1756	progas	Meszaros	1,650	1,900	8,897	Linear Programming Problem	2004	
893	lung1	Norris	1,650	1,650	7,419	Computational Fluid Dynamics Problem	2003	
437	ex6	FIDAP	1,651	1,651	49,062	Computational Fluid Dynamics Problem	1994	
1430	filter2D	Oberwolfach	1,668	1,668	10,750	Model Reduction Problem	2006	
1886	Maragal_3	NYPA	1,690	860	18,391	Least Squares Problem	2008	
823	utm1700b	TOKAMAK	1,700	1,700	21,509	Electromagnetics Problem	1996	
2055	lutz30-23-b6	JGD_Homology	1,716	3,003	12,012	Combinatorial Problem	2008	
2675	freeFlyingRobot_3	VDOL	1,718	1,718	12,922	Optimal Control Problem	2015	
